dt=1,1,,,
step,q1,q2,q3,qa4
      0.00000, -2.52724e-05,  1.75163e-05, -0.000128895,      1.00000
      1.00000, -2.57343e-05,  1.98185e-05, -0.000126630,      1.00000
      2.00000, -2.48402e-05,  2.00197e-05, -0.000112921,      1.00000
      3.00000, -2.31564e-05,  1.85892e-05, -8.92282e-05,      1.00000
      4.00000, -2.24113e-05,  1.59517e-05, -6.31213e-05,      1.00000
      5.00000, -2.20090e-05,  1.22711e-05, -4.02331e-05,      1.00000
      6.00000, -2.05487e-05,  8.38935e-06, -2.25008e-05,      1.00000
      7.00000, -1.82241e-05,  5.53578e-06, -1.30832e-05,      1.00000
      8.00000, -1.50651e-05,  4.49270e-06, -1.43945e-05,      1.00000
      9.00000, -1.10567e-05,  5.44637e-06, -2.40505e-05,      1.00000
      10.0000, -7.30157e-06,  7.40588e-06, -3.95477e-05,      1.00000
      11.0000, -4.64916e-06,  9.05991e-06, -5.57601e-05,      1.00000
      12.0000, -2.56300e-06,  1.01998e-05, -6.99461e-05,      1.00000
      13.0000, -7.45058e-07,  1.11535e-05, -7.70092e-05,      1.00000
      14.0000,  8.19564e-07,  1.17198e-05, -7.71582e-05,      1.00000
      15.0000,  1.69873e-06,  1.13845e-05, -7.31051e-05,      1.00000
      16.0000,  1.66893e-06,  9.54419e-06, -6.43730e-05,      1.00000
      17.0000,  1.37091e-06,  5.93066e-06, -5.14388e-05,      1.00000
      18.0000,  1.40071e-06,  4.69387e-07, -3.70443e-05,      1.00000
      19.0000,  1.41561e-06, -6.67572e-06, -2.13385e-05,      1.00000
      20.0000,  7.74860e-07, -1.42157e-05, -8.58307e-06,      1.00000
      21.0000, -8.49366e-07, -2.06754e-05, -6.19888e-06,      1.00000
      22.0000, -2.50340e-06, -2.51457e-05, -1.35601e-05,      1.00000
      23.0000, -3.44217e-06, -2.77311e-05, -2.47955e-05,      1.00000
      24.0000, -4.06802e-06, -2.88486e-05, -4.24683e-05,      1.00000
      25.0000, -5.02169e-06, -2.87071e-05, -6.23763e-05,      1.00000
      26.0000, -7.10785e-06, -2.72170e-05, -8.45790e-05,      1.00000
      27.0000, -1.09226e-05, -2.51681e-05, -0.000105768,      1.00000
      28.0000, -1.64658e-05, -2.39015e-05, -0.000120580,      1.00000
      29.0000, -2.25455e-05, -2.31639e-05, -0.000128627,      1.00000
      30.0000, -2.79844e-05, -2.22698e-05, -0.000126630,      1.00000
      31.0000, -3.23504e-05, -2.16588e-05, -0.000111490,      1.00000
      32.0000, -3.52859e-05, -2.16216e-05, -8.69930e-05,      1.00000
      33.0000, -3.58522e-05, -2.14428e-05, -5.82039e-05,      1.00000
      34.0000, -3.39746e-05, -2.09212e-05, -3.03686e-05,      1.00000
      35.0000, -3.08156e-05, -1.99601e-05, -8.88109e-06,      1.00000
      36.0000, -2.66880e-05, -1.84253e-05,  3.21865e-06,      1.00000
      37.0000, -2.23517e-05, -1.55792e-05,  3.30806e-06,      1.00000
      38.0000, -1.84625e-05, -1.17123e-05, -7.03335e-06,      1.00000
      39.0000, -1.54227e-05, -8.85129e-06, -1.84476e-05,      1.00000
      40.0000, -1.36793e-05, -8.11368e-06, -2.63155e-05,      1.00000
      41.0000, -1.30683e-05, -7.91997e-06, -2.87294e-05,      1.00000
      42.0000, -1.27852e-05, -6.31064e-06, -3.08454e-05,      1.00000
      43.0000, -1.34259e-05, -3.38256e-06, -3.46601e-05,      1.00000
      44.0000, -1.57207e-05, -1.78814e-07, -3.88026e-05,      1.00000
      45.0000, -2.04295e-05,  2.23517e-06, -4.35710e-05,      1.00000
      46.0000, -2.63005e-05,  3.50922e-06, -4.63724e-05,      1.00000
      47.0000, -3.12775e-05,  4.31389e-06, -4.35114e-05,      1.00000
      48.0000, -3.44664e-05,  4.85033e-06, -3.40343e-05,      1.00000
      49.0000, -3.60459e-05,  5.08875e-06, -1.98781e-05,      1.00000
      50.0000, -3.68357e-05,  5.09620e-06, -4.58956e-06,      1.00000
      51.0000, -3.67463e-05,  4.56721e-06,  9.41753e-06,      1.00000
      52.0000, -3.52710e-05,  3.57628e-06,  2.15769e-05,      1.00000
      53.0000, -3.20822e-05,  2.80142e-06,  3.44217e-05,      1.00000
      54.0000, -2.68966e-05,  3.81470e-06,  3.65674e-05,      1.00000
      55.0000, -2.09808e-05,  7.36862e-06,  2.84612e-05,      1.00000
      56.0000, -1.63764e-05,  1.25319e-05,  1.09375e-05,      1.00000
      57.0000, -1.44988e-05,  1.69501e-05, -1.05798e-05,      1.00000
      58.0000, -1.48118e-05,  1.96546e-05, -3.39150e-05,      1.00000
      59.0000, -1.61678e-05,  2.15396e-05, -5.54919e-05,      1.00000
      60.0000, -1.77473e-05,  2.25380e-05, -7.12276e-05,      1.00000
      61.0000, -1.87308e-05,  2.21878e-05, -7.82907e-05,      1.00000
      62.0000, -1.89394e-05,  2.15545e-05, -8.09133e-05,      1.00000
      63.0000, -1.93864e-05,  2.09957e-05, -8.34763e-05,      1.00000
      64.0000, -2.05785e-05,  1.99825e-05, -8.69334e-05,      1.00000
      65.0000, -2.21282e-05,  1.85817e-05, -9.13143e-05,      1.00000
      66.0000, -2.33501e-05,  1.62944e-05, -9.58145e-05,      1.00000
      67.0000, -2.34097e-05,  1.27181e-05, -9.78410e-05,      1.00000
      68.0000, -2.17110e-05,  8.54582e-06, -9.69768e-05,      1.00000
      69.0000, -1.85966e-05,  4.54485e-06, -9.53972e-05,      1.00000
      70.0000, -1.51545e-05,  6.70552e-07, -9.39965e-05,      1.00000
      71.0000, -1.25915e-05, -4.61936e-06, -8.82149e-05,      1.00000
      72.0000, -1.13100e-05, -1.12429e-05, -8.11517e-05,      1.00000
      73.0000, -1.08927e-05, -1.71438e-05, -7.96020e-05,      1.00000
      74.0000, -1.08331e-05, -2.08616e-05, -8.63969e-05,      1.00000
      75.0000, -1.04904e-05, -2.34544e-05, -9.79304e-05,      1.00000
      76.0000, -9.61125e-06, -2.57343e-05, -0.000111610,      1.00000
      77.0000, -8.76188e-06, -2.74181e-05, -0.000126600,      1.00000
      78.0000, -8.16584e-06, -2.84463e-05, -0.000138462,      1.00000
      79.0000, -6.91414e-06, -2.90945e-05, -0.000142694,      1.00000
      80.0000, -5.48363e-06, -2.95267e-05, -0.000139952,      1.00000
      81.0000, -5.69224e-06, -3.03313e-05, -0.000131637,      1.00000
      82.0000, -7.98702e-06, -3.20971e-05, -0.000117391,      1.00000
      83.0000, -1.16378e-05, -3.50252e-05, -9.60529e-05,      1.00000
      84.0000, -1.55717e-05, -3.83779e-05, -7.87973e-05,      1.00000
      85.0000, -1.85221e-05, -4.06876e-05, -6.76215e-05,      1.00000
      86.0000, -2.01315e-05, -4.09856e-05, -6.18100e-05,      1.00000
      87.0000, -2.10404e-05, -3.93763e-05, -5.91278e-05,      1.00000
      88.0000, -2.07126e-05, -3.63886e-05, -5.48065e-05,      1.00000
      89.0000, -1.81198e-05, -3.18661e-05, -4.83096e-05,      1.00000
      90.0000, -1.33514e-05, -2.47508e-05, -4.36306e-05,      1.00000
      91.0000, -7.85291e-06, -1.57058e-05, -4.09782e-05,      1.00000
      92.0000, -2.36928e-06, -5.89341e-06, -3.95775e-05,      1.00000
      93.0000,  2.35438e-06,  4.13507e-06, -3.92497e-05,      1.00000
      94.0000,  5.42402e-06,  1.27777e-05, -3.41833e-05,      1.00000
      95.0000,  7.52509e-06,  1.88872e-05, -2.17259e-05,      1.00000
      96.0000,  9.40263e-06,  2.30074e-05, -5.18560e-06,      1.00000
      97.0000,  1.03563e-05,  2.52873e-05,  1.21891e-05,      1.00000
      98.0000,  9.83477e-06,  2.51532e-05,  2.86400e-05,      1.00000
      99.0000,  7.74860e-06,  2.29329e-05,  4.01437e-05,      1.00000
      100.000,  3.57628e-06,  1.98483e-05,  4.05610e-05,      1.00000
      101.000, -3.39746e-06,  1.61752e-05,  2.86400e-05,      1.00000
      102.000, -1.30534e-05,  1.10641e-05,  1.01328e-05,      1.00000
      103.000, -2.46912e-05,  3.86685e-06, -5.81145e-06,      1.00000
      104.000, -3.70741e-05, -4.93228e-06, -1.36495e-05,      1.00000
      105.000, -4.93228e-05, -1.43275e-05, -1.58548e-05,      1.00000
      106.000, -6.00368e-05, -2.39462e-05, -1.26362e-05,      1.00000
      107.000, -6.81579e-05, -3.33861e-05, -5.27501e-06,      1.00000
      108.000, -7.34031e-05, -4.12837e-05,  7.45058e-07,      1.00000
      109.000, -7.58171e-05, -4.62309e-05,  2.92063e-06,      1.00000
      110.000, -7.53850e-05, -4.78998e-05, -3.57628e-07,      1.00000
      111.000, -7.30902e-05, -4.61861e-05, -1.18017e-05,      1.00000
      112.000, -6.95288e-05, -4.10452e-05, -3.05176e-05,      1.00000
      113.000, -6.43581e-05, -3.26484e-05, -4.75943e-05,      1.00000
      114.000, -5.75185e-05, -2.20165e-05, -6.31511e-05,      1.00000
      115.000, -5.06192e-05, -1.06916e-05, -7.19726e-05,      1.00000
      116.000, -4.49717e-05, -4.24683e-07, -7.19726e-05,      1.00000
      117.000, -4.05610e-05,  8.17329e-06, -6.37174e-05,      1.00000
      118.000, -3.64631e-05,  1.54302e-05, -4.88460e-05,      1.00000
      119.000, -3.20971e-05,  2.15843e-05, -3.09944e-05,      1.00000
      120.000, -2.78801e-05,  2.64794e-05, -1.31130e-05,      1.00000
      121.000, -2.48998e-05,  2.88412e-05,  4.91738e-06,      1.00000
      122.000, -2.36630e-05,  2.79918e-05,  2.48551e-05,      1.00000
      123.000, -2.37525e-05,  2.44826e-05,  4.36008e-05,      1.00000
      124.000, -2.46614e-05,  1.99974e-05,  5.64158e-05,      1.00000
      125.000, -2.57790e-05,  1.62497e-05,  5.85318e-05,      1.00000
      126.000, -2.63304e-05,  1.46106e-05,  4.62532e-05,      1.00000
      127.000, -2.64794e-05,  1.48192e-05,  2.32756e-05,      1.00000
      128.000, -2.56896e-05,  1.50353e-05, -1.19209e-07,      1.00000
      129.000, -2.36928e-05,  1.38953e-05, -1.52290e-05,      1.00000
      130.000, -2.18004e-05,  1.17421e-05, -2.43485e-05,      1.00000
      131.000, -2.19196e-05,  8.24034e-06, -2.76566e-05,      1.00000
